"UID","ECONOMIC_ACTIVITY","JOB_DEP","Work_desc","Terms_of_emp","Job_category","JOB_CONDITION","Employer_category","WORKING_HOURS","employee_count","EMOLUMENT"
43720,"QA","50","431a","AUT","O","C","ct_3",1832,"tr_6",63731
43723,"TZ","50","563a","CDI","O","C","ct_7",368,"tr_1",2106
43725,"JC","50","478b","CDI","O","C","ct_9",1642,"tr_0",35870
43727,"QB","50","525d","CDI","O","P","ct_8",1438,"tr_3",14378
43730,"PZ","50","421b","CDI","O","C","ct_8",2200,"tr_1",27644
43731,"SZ","50","562b","CDD","O","C","ct_6",1314,"tr_1",13984
43739,"RZ","50","541b","CDI","O","C","ct_8",1847,"tr_2",21728
43741,"CE","50","485a","CDI","O","C","ct_9",1788,"tr_6",32528
43742,"CM","50","627d","CDI","O","C","ct_9",2200,"tr_3",26820
43743,"GZ","50","344d","CDI","O","C","ct_6",2166,"tr_1",38506
43745,"HZ","14","451a","CDI","O","P","ct_9",1396,"tr_6",17831
43747,"FZ","76","481b","CDI","O","C","ct_9",1731,"tr_4",25147
43752,"HZ","50","643a","CDD","O","C","ct_9",795,"tr_3",13161
43759,"CG","50","652a","CDI","O","C","ct_9",1947,"tr_5",18887
43760,"RZ","50","631a","CDI","O","C","ct_8",1820,"tr_1",17597
43762,"NZ","50","633a","TTP","O","C","ct_9",745,"tr_1",9255
43763,"MA","50","472a","AUT","X","C","ct_9",756,"tr_1",5430
43766,"MC","50","542a","CDI","O","C","ct_9",1743,"tr_4",18005
43767,"MA","76","463d","CDI","O","C","ct_9",2028,"tr_2",41344
43769,"CM","14","623b","CDI","O","C","ct_9",1885,"tr_4",22064
43771,"FZ","35","671c","CDI","O","C","ct_9",1874,"tr_5",16594
43773,"PZ","50","422e","CDI","O","P","ct_8",2269,"tr_4",19721
43774,"IZ","50","561c","CDI","O","C","ct_9",1573,"tr_3",11855
43777,"CJ","50","473c","CDI","O","C","ct_9",1832,"tr_4",23050
43784,"QB","50","526a","CDI","O","P","ct_6",1523,"tr_3",11309
43785,"NZ","50","676c","TTP","O","P","ct_9",762,"tr_1",7568
43789,"GZ","42","463e","CDI","O","C","ct_9",1799,"tr_3",25962
43794,"QB","50","563a","CDI","O","D","ct_7",3000,"tr_1",10670
43795,"QA","50","431f","CDI","O","C","ct_9",1831,"tr_3",22361
43796,"QB","50","524c","AUT","X","P","ct_2",1002,"tr_1",6004
43798,"NZ","50","534a","CDI","O","C","ct_6",1833,"tr_5",21534
43802,"LZ","50","551a","CDI","O","C","ct_9",1770,"tr_0",17117
43803,"QB","50","525d","AUT","X","P","ct_8",800,"tr_6",8697
43811,"JC","35","388a","CDI","O","C","ct_9",1806,"tr_5",18402
43814,"FZ","50","633a","CDI","O","C","ct_9",1665,"tr_1",16885
43817,"DZ","50","477b","CDI","O","C","ct_9",1778,"tr_4",26370
43819,"CA","75","625d","CDI","O","C","ct_9",1785,"tr_6",33420
43822,"QA","50","525d","CDI","O","P","ct_9",913,"tr_6",11186
43825,"FZ","50","472c","CDI","O","C","ct_9",1644,"tr_3",24108
43834,"CE","50","475b","CDI","O","P","ct_9",1443,"tr_6",22651
43835,"QA","50","526e","CDI","O","C","ct_9",2087,"tr_3",19072
43836,"QB","50","525d","CDI","O","P","ct_8",1769,"tr_4",15039
43839,"CA","50","385b","CDI","O","C","ct_9",2314,"tr_5",44160
43840,"GZ","50","462b","CDI","O","C","ct_9",1914,"tr_4",19278
43842,"TZ","50","563c","CDI","O","C","ct_7",339,"tr_1",3548
43843,"OZ","50","523c","CDI","O","P","ct_2",289,"tr_3",2684
43846,"PZ","50","421b","AUT","O","C","ct_2",1820,"tr_1",21255
43849,"GZ","50","641a","CDI","O","C","ct_9",1820,"tr_3",33844
43852,"SZ","45","562b","TOA","O","D","ct_9",511,"tr_3",2263
43853,"GZ","50","682a","APP","A","C","ct_6",408,"tr_1",729
43855,"FZ","50","684a","CDI","O","P","ct_9",1302,"tr_5",13553
43857,"NZ","50","372c","CDI","O","C","ct_9",2012,"tr_1",23953
43858,"CC","50","627d","CDI","O","C","ct_9",1820,"tr_3",18090
43859,"LZ","75","376g","CDI","O","C","ct_9",1516,"tr_1",43586
43863,"MA","50","479b","CDI","O","C","ct_9",2207,"tr_3",31372
43868,"GZ","50","463e","CDI","O","C","ct_9",2028,"tr_2",31637
43874,"CA","50","534a","CDI","O","C","ct_9",2035,"tr_6",31334
43876,"HZ","14","451a","CDI","O","C","ct_9",1934,"tr_6",25360
43878,"FZ","50","542a","CDI","O","C","ct_9",1672,"tr_2",19933
43880,"MA","50","526b","CDI","O","C","ct_9",1820,"tr_3",26108
43882,"CA","50","543f","CDI","O","C","ct_9",1716,"tr_5",18815
43887,"FZ","50","632c","CDI","O","C","ct_9",652,"tr_3",11322
43892,"CM","50","463e","CDI","O","C","ct_6",1820,"tr_1",27082
43893,"CL","50","628g","CDI","O","C","ct_9",2029,"tr_6",27042
43895,"CM","50","543b","CDI","O","C","ct_9",2028,"tr_4",25328
43896,"QB","50","563a","AUT","O","C","ct_2",1443,"tr_6",17442
43898,"NZ","35","534a","CDI","O","C","ct_9",1935,"tr_6",16701
43900,"QB","50","525d","CDI","O","C","ct_3",1820,"tr_5",19904
43901,"HZ","50","641a","CDI","O","C","ct_9",1971,"tr_4",23481
43904,"QB","50","563b","CDI","O","Y","ct_8",1631,"tr_6",11232
43907,"KZ","76","462e","CDI","O","P","ct_8",1455,"tr_5",23399
43910,"TZ","50","563c","CDI","O","C","ct_7",801,"tr_1",6681
43911,"FZ","50","472c","CDI","O","P","ct_6",324,"tr_1",2344
43912,"QB","50","526d","CDI","O","P","ct_8",1491,"tr_6",15430
43913,"GZ","50","433d","CDI","O","C","ct_6",1838,"tr_1",20862
43916,"NZ","50","674c","TTP","O","P","ct_9",795,"tr_1",12301
43918,"GZ","50","554e","CDI","O","C","ct_6",1014,"tr_1",17993
43921,"GZ","50","344d","CDI","O","C","ct_9",663,"tr_2",18963
43922,"CL","50","653a","CDI","O","C","ct_9",482,"tr_6",14202
43923,"NZ","50","674c","TTP","O","C","ct_9",1745,"tr_1",22812
43924,"FZ","50","681a","CDI","O","C","ct_9",1326,"tr_4",13540
43925,"QB","50","684a","CDI","O","C","ct_8",1820,"tr_3",16448
43926,"KZ","50","372b","CDI","O","C","ct_9",1820,"tr_1",22801
43928,"BZ","50","671c","CDI","O","C","ct_9",2007,"tr_3",23097
43930,"QA","50","526b","CDI","O","C","ct_6",1820,"tr_2",21384
43935,"FZ","50","461d","CDI","O","C","ct_6",1951,"tr_2",19051
43936,"MA","50","461d","CDI","O","C","ct_9",1820,"tr_1",30398
43937,"RZ","50","424a","CDI","O","C","ct_8",2028,"tr_1",19448
43939,"PZ","50","421b","CDI","O","C","ct_8",1820,"tr_2",27073
43942,"GZ","50","676c","CDD","O","C","ct_9",1084,"tr_3",15441
43943,"PZ","50","421b","CDI","O","C","ct_8",2028,"tr_1",27521
43946,"CA","61","641a","CDI","O","C","ct_9",1844,"tr_6",26015
43950,"MA","50","461f","CDI","O","C","ct_9",1819,"tr_6",35704
43952,"QB","50","525d","CDI","O","P","ct_8",1365,"tr_3",13407
43956,"QA","50","431f","CDI","O","C","ct_9",1533,"tr_5",22980
43962,"QA","50","431b","CDI","O","C","ct_8",1820,"tr_6",28045
43964,"LZ","50","374b","CDI","O","C","ct_9",1820,"tr_2",35503
43966,"JA","50","542a","CDI","O","P","ct_9",1644,"tr_1",23099
43967,"CA","50","484a","CDI","O","C","ct_9",1820,"tr_6",38344
43968,"FZ","50","542a","CDI","O","C","ct_9",1106,"tr_2",24643
43969,"PZ","50","422e","CDI","O","C","ct_8",1820,"tr_3",19277
43971,"FZ","50","632j","CDI","O","C","ct_6",1820,"tr_1",18773
43972,"CG","50","641a","CDI","O","C","ct_9",1823,"tr_1",20214
43973,"MA","50","477b","CDI","O","C","ct_9",1819,"tr_6",23458
43979,"QB","50","526a","CDI","O","C","ct_8",1820,"tr_5",16148
43980,"CE","50","477b","CDI","O","C","ct_9",2005,"tr_6",44608
43981,"MA","50","541d","CDI","O","P","ct_9",614,"tr_3",6387
43985,"HZ","50","641a","CDI","O","C","ct_6",2178,"tr_4",20128
43988,"FZ","50","621c","CDI","O","C","ct_9",1650,"tr_4",23998
43989,"GZ","50","543f","CDI","O","C","ct_9",1540,"tr_3",18405
43992,"QA","50","525d","AUT","X","P","ct_3",1301,"tr_6",10985
43993,"KZ","14","376b","CDI","O","P","ct_9",1403,"tr_6",38920
43999,"QB","50","675c","AUT","O","P","ct_8",221,"tr_5",1883
44001,"CM","50","475b","CDI","O","C","ct_9",2200,"tr_4",26200
44002,"CA","50","636c","CDI","O","C","ct_6",2112,"tr_1",18725
44005,"GZ","50","385c","CDI","O","C","ct_9",1859,"tr_1",25620
44007,"CJ","50","628g","CDI","O","C","ct_9",1289,"tr_6",22074
44014,"QA","50","632k","AUT","O","C","ct_3",1820,"tr_6",26887
44016,"QB","50","543c","CDI","O","C","ct_8",1820,"tr_5",16514
44024,"GZ","50","676c","CDI","O","C","ct_9",1877,"tr_3",17068
44031,"QB","50","525d","CDI","O","P","ct_8",1365,"tr_3",14073
44032,"QB","50","372b","CDI","O","C","ct_8",1820,"tr_6",23194
44035,"GZ","50","676c","CDI","O","P","ct_9",844,"tr_3",7865
44039,"QB","50","434a","CDI","O","C","ct_8",1820,"tr_5",38045
44040,"NZ","14","684a","CDI","O","P","ct_9",1538,"tr_5",13495
44043,"FZ","50","632c","CDI","O","C","ct_6",1794,"tr_1",19030
44044,"IZ","50","561d","APP","A","C","ct_9",510,"tr_2",2816
44049,"SZ","50","375b","CDI","O","C","ct_4",1820,"tr_3",37415
44051,"CI","35","383b","CDI","O","P","ct_9",1370,"tr_6",29740
44054,"KZ","50","467a","CDI","O","C","ct_9",1820,"tr_1",20322
44059,"GZ","35","676c","CDI","O","C","ct_9",558,"tr_6",14891
44062,"CA","50","676a","CDI","O","P","ct_9",346,"tr_2",4269
44063,"FZ","50","632e","CDI","O","C","ct_6",2004,"tr_1",17897
44066,"CG","50","652a","CDI","O","C","ct_9",1820,"tr_3",19308
44067,"GZ","50","562a","CDI","O","C","ct_9",1785,"tr_1",13803
44069,"CG","50","625c","CDI","O","C","ct_9",1779,"tr_5",21885
44077,"CL","50","652a","CDI","O","C","ct_9",1685,"tr_5",13448
44079,"QB","50","488a","CDI","O","C","ct_9",1893,"tr_4",29219
44080,"PZ","14","423b","CDD","O","P","ct_8",1383,"tr_3",15361
44082,"NZ","14","534a","CDI","O","P","ct_9",1056,"tr_6",13690
44084,"GZ","50","653a","CDI","O","C","ct_9",2028,"tr_1",21673
44085,"QB","50","431c","CDI","O","P","ct_8",1365,"tr_3",19786
44090,"PZ","50","421b","CDI","O","C","ct_8",1820,"tr_4",20909
44091,"QA","50","526e","CDI","O","C","ct_9",2087,"tr_3",19789
44092,"QB","50","563a","CDI","O","D","ct_7",3000,"tr_0",21389
44093,"GZ","50","551a","CDI","O","C","ct_9",1986,"tr_6",20275
44095,"QB","50","676e","CDI","X","C","ct_8",1799,"tr_4",6802
44097,"CA","50","625f","CDI","O","P","ct_9",635,"tr_4",7300
44098,"IZ","50","561b","CDI","O","C","ct_9",2028,"tr_1",17751
44101,"PZ","35","421b","CDI","O","C","ct_8",1820,"tr_2",24236
44103,"HZ","50","684a","CDI","O","P","ct_9",1296,"tr_4",8002
44105,"CA","22","463b","CDI","O","C","ct_9",1820,"tr_6",47335
44106,"CL","50","628g","CDI","O","C","ct_9",2029,"tr_6",21071
44112,"OZ","51","472d","CDD","O","C","ct_2",1819,"tr_6",18161
44113,"GZ","51","463e","CDI","O","C","ct_9",1820,"tr_3",42726
44114,"KZ","51","431e","CDI","O","P","ct_9",349,"tr_1",11585
44115,"FZ","51","472b","CDI","O","C","ct_9",1645,"tr_0",26718
44120,"HZ","52","526e","CDI","O","C","ct_9",1703,"tr_2",12069
44121,"NZ","51","563b","TOA","O","Y","ct_8",1117,"tr_3",7803
44127,"CA","51","461f","CDI","O","C","ct_9",1820,"tr_5",22225
44129,"GZ","51","534a","CDI","O","C","ct_9",1584,"tr_6",15925
44134,"CM","51","674a","CDI","O","C","ct_9",1824,"tr_2",15050
44135,"HZ","51","451a","CDI","O","C","ct_9",1820,"tr_2",20826
44138,"GZ","51","553c","CDI","O","C","ct_9",2155,"tr_1",19285
44145,"NZ","51","684a","CDI","O","C","ct_9",1854,"tr_4",19234
44146,"CA","51","691d","CDI","O","C","ct_9",1956,"tr_1",40047
44147,"OZ","51","332a","AUT","O","C","ct_1",1820,"tr_2",47392
44151,"PZ","51","421a","CDI","O","C","ct_8",1644,"tr_2",11628
44152,"MC","51","526b","CDI","O","C","ct_6",1791,"tr_1",16993
44153,"MA","51","526b","CDI","O","C","ct_9",1820,"tr_1",18297
44155,"GZ","51","556a","CDI","O","C","ct_9",1883,"tr_4",22244
44156,"QB","51","685a","AUT","X","C","ct_8",1820,"tr_5",7664
44157,"FZ","51","472c","CDI","O","C","ct_9",1820,"tr_3",25659
44160,"GZ","51","633b","CDI","O","C","ct_6",2028,"tr_1",18902
44161,"FZ","51","634b","CDI","O","C","ct_9",1649,"tr_1",22026
44163,"NZ","77","467a","CDI","O","C","ct_9",1823,"tr_3",27842
44165,"FZ","51","542a","CDI","O","P","ct_9",1522,"tr_3",23804
44166,"QA","51","526b","CDI","O","C","ct_6",1820,"tr_1",18146
44167,"CC","51","675b","CDI","O","C","ct_9",1489,"tr_5",13734
44168,"CC","51","627d","CDI","O","C","ct_9",1820,"tr_5",18707
44173,"CH","51","461d","CDI","O","C","ct_9",1638,"tr_1",26688
44175,"DZ","51","477b","CDI","O","C","ct_9",1828,"tr_4",25428
44176,"NZ","51","684a","CDI","O","P","ct_9",2359,"tr_4",19544
44179,"GZ","77","462b","CDI","O","C","ct_9",1894,"tr_1",35679
44180,"QB","10","525d","CDI","O","C","ct_9",1771,"tr_4",14697
44181,"QB","51","676e","CDI","O","P","ct_8",836,"tr_5",2918
44185,"HZ","51","641a","CDI","O","C","ct_9",1816,"tr_2",19056
44186,"TZ","51","563c","CDI","O","C","ct_7",1334,"tr_1",14362
44188,"CC","51","627f","CDI","O","C","ct_9",1797,"tr_5",26731
44195,"MA","51","543h","CDI","O","P","ct_9",945,"tr_1",9031
44197,"QA","51","526e","CDI","O","C","ct_9",2200,"tr_2",23208
44199,"FZ","51","621c","CDI","O","C","ct_9",1782,"tr_4",18466
44200,"PZ","51","422e","CDI","O","P","ct_1",3000,"tr_4",22334
44203,"QB","51","526d","CDI","O","C","ct_8",1820,"tr_3",18609
44206,"OZ","51","477d","AUT","O","C","ct_1",1716,"tr_2",35773
44208,"QB","51","676e","CDI","X","C","ct_8",1820,"tr_5",7528
44209,"PZ","51","341a","CDI","O","C","ct_8",1820,"tr_5",30902
44210,"GZ","51","643a","CDI","O","C","ct_9",1820,"tr_3",17098
44212,"PZ","51","423b","CDI","O","C","ct_9",1643,"tr_1",25877
44213,"QA","51","431f","CDI","O","C","ct_9",1918,"tr_6",27501
44216,"HZ","51","521a","CDI","O","C","ct_9",1820,"tr_6",20886
44217,"BZ","51","641a","CDI","O","C","ct_9",1805,"tr_3",17435
44221,"FZ","51","621c","CDI","O","C","ct_9",1660,"tr_5",27146
44223,"NZ","51","684a","CDI","O","C","ct_9",1659,"tr_4",15101
44225,"KZ","02","467a","CDI","O","C","ct_9",1820,"tr_4",35313
44228,"CG","51","484a","CDI","O","C","ct_9",1953,"tr_5",23663
44229,"QB","51","431c","CDI","O","C","ct_8",1820,"tr_2",15583
44233,"QB","51","637d","CDI","O","C","ct_8",1820,"tr_0",11745
44235,"LZ","51","543b","CDI","O","P","ct_9",1091,"tr_5",15443
44236,"HZ","45","641a","CDI","O","C","ct_9",2347,"tr_4",19195
44237,"QA","51","311d","AUT","O","C","ct_3",1891,"tr_5",26334
44238,"CG","51","461e","APP","A","C","ct_9",1898,"tr_4",11873
44246,"CA","08","385b","CDI","O","C","ct_9",2248,"tr_5",39348
44247,"OZ","51","621f","CDI","O","C","ct_2",1822,"tr_4",21985
44251,"IZ","51","543b","CDI","O","P","ct_9",1456,"tr_3",12072
44252,"GZ","51","634c","CDI","O","C","ct_9",1927,"tr_1",21229
44257,"MC","51","526b","CDI","O","C","ct_6",1791,"tr_1",16737
44258,"GZ","51","387e","CDI","O","C","ct_9",2554,"tr_3",51831
44259,"DZ","51","478d","CDI","O","C","ct_9",1821,"tr_4",27444
44263,"PZ","51","422e","CDI","O","P","ct_1",3000,"tr_4",20826
44269,"GZ","51","552a","CDI","O","P","ct_9",1386,"tr_2",12332
44271,"EZ","51","684b","CDI","O","C","ct_9",1783,"tr_5",23614
44274,"CC","51","475a","CDI","O","C","ct_9",1842,"tr_0",25134
44279,"KZ","51","467b","CDI","O","C","ct_9",1820,"tr_6",29861
44281,"GZ","51","552a","CDI","O","P","ct_9",1391,"tr_6",16788
44283,"NZ","51","632a","TTP","O","C","ct_9",199,"tr_5",8844
44285,"CA","83","543h","APP","A","C","ct_9",1849,"tr_5",18188
44286,"OZ","51","461b","CDI","O","C","ct_8",1972,"tr_6",27083
44287,"QA","51","526b","CDI","O","C","ct_6",1785,"tr_1",18603
44288,"QA","51","525d","CDI","O","P","ct_8",1728,"tr_6",19431
44290,"CA","51","478c","CDI","O","C","ct_9",1984,"tr_5",32171
44291,"QB","51","525d","CDI","O","C","ct_8",1828,"tr_3",17262
44292,"SZ","51","541b","CDI","O","C","ct_9",1820,"tr_1",14055
44293,"CE","51","475b","CDI","O","C","ct_9",1666,"tr_5",21969
44296,"CA","51","674c","CDI","O","C","ct_9",1395,"tr_6",23323
44297,"CA","51","636d","CDI","O","C","ct_6",1820,"tr_1",22720
44300,"NZ","51","684a","CDI","O","C","ct_9",1868,"tr_5",16280
44301,"TZ","51","563c","CDI","O","C","ct_7",97,"tr_1",1497
44302,"GZ","51","344d","CDI","O","C","ct_9",1840,"tr_1",39175
44305,"HZ","51","641a","CDI","O","C","ct_9",1210,"tr_4",10178
44306,"GZ","51","462b","CDI","O","C","ct_9",1820,"tr_3",26117
44309,"GZ","51","433d","CDI","O","C","ct_8",1820,"tr_5",17907
44310,"OZ","51","545d","CDI","O","P","ct_8",1352,"tr_6",23060
44315,"RZ","51","434f","CDI","O","C","ct_8",1820,"tr_3",17586
44316,"QB","51","676e","CDI","X","C","ct_8",186,"tr_5",686
44319,"NZ","51","534a","CDI","O","C","ct_9",1827,"tr_5",15134
44320,"GZ","51","461d","CDI","O","C","ct_9",2028,"tr_3",33540
44324,"GZ","51","653a","CDI","O","C","ct_9",1820,"tr_1",19870
44329,"NZ","51","563b","TOA","O","P","ct_8",824,"tr_3",8425
44330,"HZ","51","487b","CDI","O","C","ct_9",1146,"tr_4",19327
44332,"NZ","51","542a","CDI","O","C","ct_9",1543,"tr_1",17738
44336,"CC","51","627f","CDI","O","C","ct_9",1830,"tr_1",22601
44338,"QB","51","563a","CDI","O","D","ct_7",2155,"tr_1",6679
44340,"NZ","51","543b","CDI","O","P","ct_9",1299,"tr_1",11732
44348,"FZ","51","472c","CDI","O","C","ct_9",398,"tr_2",29886
44351,"HZ","02","653a","CDI","O","C","ct_9",1820,"tr_1",15443
44358,"IZ","51","561c","CDI","O","C","ct_9",2035,"tr_1",18236
44359,"CG","51","543g","CDI","O","C","ct_9",1534,"tr_2",16374
44361,"QA","51","526a","CDI","O","C","ct_9",1737,"tr_6",19528
44362,"GZ","51","676c","AUT","X","C","ct_9",314,"tr_6",12914
44366,"GZ","51","653a","CDI","O","C","ct_9",1820,"tr_4",18640
44370,"KZ","51","376c","CDI","O","C","ct_9",1820,"tr_2",40026
44371,"GZ","51","551a","CDI","O","C","ct_9",1854,"tr_6",18304
44372,"GZ","51","634d","CDI","O","C","ct_9",1839,"tr_3",14660
44373,"QB","51","526c","CDI","O","P","ct_8",1571,"tr_2",11662
44375,"KZ","02","467a","CDI","O","C","ct_9",1820,"tr_3",35013
44376,"GZ","51","676c","CDI","O","C","ct_9",2200,"tr_1",25632
44377,"QB","51","525c","CDI","O","C","ct_8",1820,"tr_4",11406
44378,"CE","75","674a","CDI","O","C","ct_9",154,"tr_3",41858
44380,"QA","51","526b","CDI","O","C","ct_6",1281,"tr_1",9192
44386,"PZ","51","422b","CDI","O","C","ct_8",1732,"tr_5",18648
44390,"NZ","51","621a","CDI","O","C","ct_9",1820,"tr_2",18992
44392,"CA","51","636c","CDI","O","C","ct_9",1773,"tr_2",15437
44395,"GZ","51","543g","CDI","O","C","ct_9",1820,"tr_3",16989
44397,"GZ","69","388a","CDI","O","C","ct_9",1788,"tr_3",36929
44399,"HZ","77","641a","CDI","O","C","ct_9",2316,"tr_5",19933
44401,"CK","51","628c","CDI","O","P","ct_9",874,"tr_6",12523
44404,"OZ","51","632k","AUT","O","C","ct_3",1785,"tr_3",16075
44406,"OZ","51","525b","AUT","O","C","ct_2",1865,"tr_6",19066
44409,"IZ","51","561c","CDI","O","P","ct_9",396,"tr_2",3541
44410,"IZ","51","561b","CDI","O","P","ct_9",1031,"tr_1",11420
44417,"PZ","51","564b","AUT","X","P","ct_1",725,"tr_6",11270
44418,"RZ","51","676a","CDD","O","C","ct_6",310,"tr_1",2159
44424,"QA","52","526c","AUT","O","C","ct_3",2028,"tr_6",22328
44433,"QB","52","526d","CDI","O","C","ct_8",1892,"tr_6",16714
44435,"IZ","52","561f","CDI","O","P","ct_9",1560,"tr_2",12813
44444,"QB","52","525d","CDI","O","C","ct_8",1927,"tr_2",17986
44460,"QB","52","434e","CDI","O","C","ct_8",1784,"tr_4",16481
44466,"CH","52","477a","CDI","O","C","ct_9",2028,"tr_4",34391
44474,"PZ","52","564b","AUT","X","P","ct_1",976,"tr_6",6242
44479,"QB","52","525d","CDI","O","C","ct_8",1820,"tr_4",13345
44482,"QB","52","563a","CDI","O","D","ct_7",2564,"tr_0",7108
44485,"MA","52","461d","CDI","O","C","ct_8",1852,"tr_1",17103
44490,"QA","52","526e","CDI","O","C","ct_9",1938,"tr_3",18716
44492,"TZ","75","563c","CDI","O","C","ct_7",53,"tr_0",893
44493,"GZ","52","552a","CDI","O","C","ct_9",1820,"tr_5",18170
44501,"SZ","52","371a","CDI","O","C","ct_4",1820,"tr_2",59638
44503,"SZ","52","432d","CDI","O","C","ct_9",1523,"tr_4",16374
44504,"JC","52","478b","CDI","O","C","ct_9",2334,"tr_1",20002
44506,"QB","52","311d","CDI","O","C","ct_8",1820,"tr_3",33202
44514,"QA","52","526e","CDI","O","C","ct_9",2200,"tr_3",22060
44522,"CI","53","486b","CDI","O","C","ct_9",1760,"tr_6",28619
44523,"GZ","53","553c","CDI","O","C","ct_9",965,"tr_1",9767
44527,"CA","53","625f","CDI","O","C","ct_9",1800,"tr_6",22117
44528,"CG","53","387e","CDI","O","C","ct_9",1631,"tr_5",47320
44530,"CG","53","374d","CDI","O","P","ct_9",1510,"tr_5",34991
44531,"FZ","35","632e","CDI","O","C","ct_6",1733,"tr_1",16469
44533,"CA","53","625f","CDI","O","C","ct_9",1939,"tr_5",23261
44536,"FZ","53","472c","CDI","O","C","ct_9",1836,"tr_2",25317
44537,"CA","35","674c","CDI","O","C","ct_9",1821,"tr_5",18205
44539,"TZ","53","563c","CDI","O","C","ct_7",1267,"tr_1",9189
44541,"CG","53","674a","CDI","O","C","ct_9",1830,"tr_6",17518
44552,"CG","53","461c","CDI","O","C","ct_9",1832,"tr_4",22345
44554,"CK","53","674d","CDI","O","C","ct_9",1659,"tr_3",12995
44555,"MA","53","472a","CDI","O","C","ct_9",1934,"tr_1",17931
44558,"PZ","53","421b","CDI","O","P","ct_8",910,"tr_1",12069
44563,"NZ","53","561d","CDI","O","C","ct_8",1912,"tr_1",16888
44564,"QB","53","563a","CDI","O","D","ct_7",3000,"tr_1",17052
44565,"KZ","53","555a","CDI","O","C","ct_9",1651,"tr_6",35265
44568,"MC","53","461b","CDI","O","C","ct_9",1524,"tr_3",21574
44570,"FZ","53","632j","CDI","O","C","ct_9",1539,"tr_1",14251
44574,"GZ","53","634c","CDI","O","C","ct_6",2028,"tr_1",18381
44578,"GZ","53","462b","CDI","O","C","ct_9",2062,"tr_6",23276
44579,"JC","53","543g","CDI","O","C","ct_9",1878,"tr_4",17469
44582,"FZ","53","543b","CDI","O","P","ct_9",903,"tr_1",10835
44584,"CL","53","676e","CDI","O","C","ct_9",2054,"tr_6",19905
44590,"KZ","53","545c","CDI","O","C","ct_9",1638,"tr_6",31122
44591,"SZ","49","562a","APP","A","C","ct_6",1659,"tr_1",8116
44596,"GZ","53","634c","CDI","O","C","ct_9",1820,"tr_1",18702
44597,"FZ","53","543b","CDI","O","P","ct_9",1485,"tr_1",16885
44600,"GZ","53","554b","CDI","O","C","ct_9",490,"tr_1",5847
44610,"TZ","53","563c","CDI","O","C","ct_7",241,"tr_1",2260
44611,"MA","53","461e","CDI","O","C","ct_9",1819,"tr_6",18159
44613,"PZ","61","422e","AUT","X","P","ct_1",925,"tr_4",6874
44622,"FZ","53","632e","CDI","O","C","ct_6",1830,"tr_1",18978
44626,"GZ","53","554f","CDI","O","C","ct_6",1820,"tr_1",22494
44629,"IZ","53","423b","CDI","O","P","ct_6",1466,"tr_4",13442
44631,"CK","53","652a","CDI","O","C","ct_9",1808,"tr_6",24715
44636,"QB","53","563a","CDI","O","D","ct_7",2239,"tr_0",7675
44639,"NZ","53","684a","CDI","O","C","ct_9",1955,"tr_5",18695
44646,"GZ","53","554e","CDI","O","P","ct_9",130,"tr_1",6183
44649,"GZ","53","637d","CDI","O","C","ct_9",1820,"tr_2",17610
44654,"QB","75","563a","AUT","O","P","ct_2",1663,"tr_6",23433
44657,"QB","53","526a","AUT","O","C","ct_3",1819,"tr_4",22004
44658,"KZ","53","461d","CDI","O","C","ct_9",2787,"tr_3",70185
44659,"SZ","53","684a","CDI","O","P","ct_8",1511,"tr_1",14511
44662,"CG","53","652a","CDI","O","C","ct_9",1830,"tr_3",20023
44663,"PZ","53","421b","AUT","O","P","ct_2",1516,"tr_1",19841
44666,"CG","60","478a","CDI","O","C","ct_9",2012,"tr_6",39239
44667,"PZ","53","341a","CDI","O","C","ct_8",1820,"tr_5",21146
44669,"QB","61","526a","CDI","O","C","ct_8",1820,"tr_3",21410
44670,"QB","53","563a","CDI","O","D","ct_7",2610,"tr_1",8463
44671,"CH","53","623f","CDI","O","C","ct_9",1805,"tr_6",20256
44672,"HZ","72","451a","CDI","O","C","ct_9",1842,"tr_6",29676
44673,"GZ","53","487a","CDI","O","C","ct_9",2028,"tr_3",22496
44677,"QB","53","681b","AUT","X","P","ct_8",359,"tr_3",2235
44678,"CC","53","477a","CDI","O","C","ct_9",1793,"tr_6",23557
44679,"CG","53","674a","CDD","O","C","ct_9",928,"tr_5",16743
44684,"FZ","53","543f","CDI","O","C","ct_9",1820,"tr_1",19519
44686,"CC","53","676c","CDI","O","C","ct_9",1856,"tr_4",21089
44693,"GZ","53","477c","CDI","O","C","ct_9",1727,"tr_3",18445
44702,"GZ","53","463d","CDI","O","C","ct_9",1880,"tr_1",23369
44703,"KZ","53","373a","CDI","O","C","ct_9",2200,"tr_1",55128
44705,"CH","53","626b","CDI","O","C","ct_9",1824,"tr_5",20015
44707,"NZ","53","684a","CDI","O","C","ct_9",2192,"tr_1",24014
44708,"QA","53","526a","CDD","O","C","ct_3",1818,"tr_6",20163
44712,"GZ","53","554e","TOA","O","P","ct_9",128,"tr_1",15468
44713,"HZ","53","333c","CDI","O","C","ct_9",1820,"tr_2",47469
44716,"HZ","35","487b","CDI","O","C","ct_9",1834,"tr_5",22178
44717,"GZ","53","634d","CDI","O","C","ct_9",2085,"tr_1",20226
44718,"GZ","53","554e","CDI","O","C","ct_9",2500,"tr_1",21472
