UID,Sports
47558,FEDE|420
47559,FEDE|403
47561,FEDE|111
47567,FEDE|408
47572,FEDE|108
47579,FEDE|403
47585,FEDE|408
47588,FEDE|403
47590,FEDE|111
47603,FEDE|403
47604,FEDE|403
47605,FEDE|222
47611,FEDE|403
47616,FEDE|128
47617,FEDE|103
47618,FEDE|115
47623,FEDE|403
47626,FEDE|128
47647,FEDE|111
47657,FEDE|128
47663,FEDE|403
47664,FEDE|232
47680,FEDE|132
47688,FEDE|132
47691,FEDE|123
47697,FEDE|105
47698,FEDE|420
47703,FEDE|245
47710,FEDE|125
47714,FEDE|133
47715,FEDE|403
47716,FEDE|406
47723,FEDE|605
47726,FEDE|123
47737,FEDE|408
47743,FEDE|242
47750,FEDE|111
47753,FEDE|111
47755,FEDE|242
47757,FEDE|111
47762,FEDE|111
47769,FEDE|245
47770,FEDE|111
47771,FEDE|111
47777,FEDE|111
47778,FEDE|242
47783,FEDE|111
47791,FEDE|413
47800,FEDE|111
47803,FEDE|115
47805,FEDE|123
47807,FEDE|117
47816,FEDE|105
47825,FEDE|103
47837,FEDE|219
47848,FEDE|222
47849,FEDE|111
47853,FEDE|115
47867,FEDE|209
47870,FEDE|111
47872,FEDE|123
47877,FEDE|407
47878,FEDE|111
47881,FEDE|218
47897,FEDE|109
47899,FEDE|132
47910,FEDE|105
47918,FEDE|111
47919,FEDE|111
47926,FEDE|132
47938,FEDE|133
47940,FEDE|605
47941,FEDE|101
47949,FEDE|242
47952,FEDE|123
47954,FEDE|111
47961,FEDE|111
47963,FEDE|101
47978,FEDE|111
47981,FEDE|117
47983,FEDE|133
47997,FEDE|123
48000,FEDE|205
48001,FEDE|242
48015,FEDE|201
48017,FEDE|109
48019,FEDE|111
48056,FEDE|604
48068,FEDE|242
48079,FEDE|117
48086,FEDE|111
48089,FEDE|119
48102,FEDE|413
48110,FEDE|111
48114,FEDE|108
48127,FEDE|111
48131,FEDE|111
48136,FEDE|109
48145,FEDE|413
48151,FEDE|111
48162,FEDE|109
48169,FEDE|111
48177,FEDE|124
48203,FEDE|132
48215,FEDE|119
48222,FEDE|109
48224,FEDE|406
48233,FEDE|105
48263,FEDE|109
48272,FEDE|604
48281,FEDE|249
48282,FEDE|604
48294,FEDE|132
48305,FEDE|403
48308,FEDE|129
48334,FEDE|125
48350,FEDE|242
48351,FEDE|109
48363,FEDE|250
48364,FEDE|123
48373,FEDE|111
48387,FEDE|201
48393,FEDE|604
48395,FEDE|111
48405,FEDE|242
48407,FEDE|403
48415,FEDE|119
48419,FEDE|242
48422,FEDE|605
48423,FEDE|201
48445,FEDE|403
48447,FEDE|413
48463,FEDE|413
48472,FEDE|205
48483,FEDE|218
48500,FEDE|212
48506,FEDE|111
48533,FEDE|109
48542,FEDE|242
48550,FEDE|402
48572,FEDE|115
48582,FEDE|101
48586,FEDE|111
48598,FEDE|406
48602,FEDE|111
48603,FEDE|109
48606,FEDE|123
48607,FEDE|111
48617,FEDE|123
48621,FEDE|115
48626,FEDE|111
48639,FEDE|242
48642,FEDE|402
48643,FEDE|124
48649,FEDE|420
48651,FEDE|111
48656,FEDE|111
48662,FEDE|125
48663,FEDE|413
48665,FEDE|233
48674,FEDE|115
48680,FEDE|123
48687,FEDE|123
48695,FEDE|123
48700,FEDE|403
48703,FEDE|111
48711,FEDE|123
48714,FEDE|105
48716,FEDE|413
48727,FEDE|111
48729,FEDE|111
48730,FEDE|124
48734,FEDE|111
48739,FEDE|233
48743,FEDE|125
48744,FEDE|205
48751,FEDE|117
48764,FEDE|111
48768,FEDE|129
48775,FEDE|410
48776,FEDE|406
48777,FEDE|115
48779,FEDE|111
48781,FEDE|111
48782,FEDE|245
48784,FEDE|123
48788,FEDE|109
48789,FEDE|210
48807,FEDE|117
48820,FEDE|101
48832,FEDE|111
48841,FEDE|501
48849,FEDE|202
48855,FEDE|402
48856,FEDE|406
48861,FEDE|232
48865,FEDE|111
48872,FEDE|403
48877,FEDE|242
48885,FEDE|111
48889,FEDE|245
48906,FEDE|406
48914,FEDE|601
48919,FEDE|111
48922,FEDE|413
48935,FEDE|605
48936,FEDE|123
48956,FEDE|111
48967,FEDE|113
48988,FEDE|222
48989,FEDE|111
48991,FEDE|604
48993,FEDE|111
49008,FEDE|229
49012,FEDE|245
49014,FEDE|109
49016,FEDE|403
49020,FEDE|111
49022,FEDE|113
49037,FEDE|121
49041,FEDE|261
49050,FEDE|406
49052,FEDE|604
49054,FEDE|245
49057,FEDE|123
49071,FEDE|111
49072,FEDE|133
49081,FEDE|413
49112,FEDE|101
49113,FEDE|111
49115,FEDE|111
49118,FEDE|402
49119,FEDE|111
49125,FEDE|132
49126,FEDE|115
49128,FEDE|420
49132,FEDE|221
49148,FEDE|117
49167,FEDE|111
49172,FEDE|229
49175,FEDE|233
49192,FEDE|403
49204,FEDE|204
49206,FEDE|221
49207,FEDE|229
49217,FEDE|125
49223,FEDE|114
49248,FEDE|111
49252,FEDE|125
49256,FEDE|111
49258,FEDE|117
49260,FEDE|111
49266,FEDE|118
49277,FEDE|123
49279,FEDE|111
49284,FEDE|403
49290,FEDE|109
49300,FEDE|123
49316,FEDE|202
49317,FEDE|403
49339,FEDE|109
49340,FEDE|124
49342,FEDE|123
49344,FEDE|132
49348,FEDE|218
49350,FEDE|109
49352,FEDE|242
49353,FEDE|125
49360,FEDE|115
49364,FEDE|604
49369,FEDE|125
49370,FEDE|410
49377,FEDE|126
49378,FEDE|604
49379,FEDE|604
49394,FEDE|111
49396,FEDE|111
49414,FEDE|202
49416,FEDE|111
49419,FEDE|115
49421,FEDE|111
49438,FEDE|604
49439,FEDE|604
49443,FEDE|111
49459,FEDE|406
49461,FEDE|242
49467,FEDE|111
49470,FEDE|102
49472,FEDE|125
49477,FEDE|408
49478,FEDE|111
49486,FEDE|111
49487,FEDE|123
49498,FEDE|132
49504,FEDE|114
49510,FEDE|111
49513,FEDE|219
49516,FEDE|117
49536,FEDE|119
49540,FEDE|604
49543,FEDE|111
49544,FEDE|406
49552,FEDE|119
49559,FEDE|212
49569,FEDE|113
49570,FEDE|119
49572,FEDE|242
49583,FEDE|111
49600,FEDE|218
49610,FEDE|115
49619,FEDE|125
49628,FEDE|105
49629,FEDE|132
49643,FEDE|115
49656,FEDE|261
49662,FEDE|115
49685,FEDE|125
49687,FEDE|243
49712,FEDE|403
49715,FEDE|256
49717,FEDE|109
49720,FEDE|402
49724,FEDE|229
49739,FEDE|110
49750,FEDE|108
49756,FEDE|125
49759,FEDE|111
49761,FEDE|123
49781,FEDE|212
49785,FEDE|221
49789,FEDE|604
49796,FEDE|205
49807,FEDE|243
49811,FEDE|233
49825,FEDE|111
49832,FEDE|111
49842,FEDE|128
49848,FEDE|109
49849,FEDE|115
49853,FEDE|420
49854,FEDE|242
49860,FEDE|111
49873,FEDE|117
49883,FEDE|246
49885,FEDE|111
49892,FEDE|125
49900,FEDE|242
49906,FEDE|403
49911,FEDE|219
49913,FEDE|123
49920,FEDE|123
49933,FEDE|111
49953,FEDE|209
49955,FEDE|117
49956,FEDE|256
49957,FEDE|212
49966,FEDE|117
49970,FEDE|106
49971,FEDE|133
49979,FEDE|402
49980,FEDE|106
49983,FEDE|413
49989,FEDE|111
49994,FEDE|109
49999,FEDE|202
50000,FEDE|111
50004,FEDE|111
50006,FEDE|108
50010,FEDE|111
50011,FEDE|117
50028,FEDE|117
50034,FEDE|242
50036,FEDE|402
50043,FEDE|604
50050,FEDE|222
50051,FEDE|126
50057,FEDE|218
50059,FEDE|604
50065,FEDE|119
50084,FEDE|242
50087,FEDE|413
50089,FEDE|111
50093,FEDE|115
50097,FEDE|107
50099,FEDE|218
50100,FEDE|413
50102,FEDE|413
50108,FEDE|111
50115,FEDE|109
50119,FEDE|123
50120,FEDE|109
50125,FEDE|222
50128,FEDE|242
50134,FEDE|123
50135,FEDE|108
50137,FEDE|242
50138,FEDE|242
50161,FEDE|111
50163,FEDE|242
50164,FEDE|111
50166,FEDE|218
50167,FEDE|229
50170,FEDE|605
50178,FEDE|413
50181,FEDE|111
50186,FEDE|111
50199,FEDE|109
50200,FEDE|245
50205,FEDE|410
50206,FEDE|119
50210,FEDE|111
50223,FEDE|115
50228,FEDE|413
50236,FEDE|101
50238,FEDE|410
50239,FEDE|246
50247,FEDE|417
50256,FEDE|245
50265,FEDE|233
50267,FEDE|109
50271,FEDE|202
50274,FEDE|415
50275,FEDE|109
50287,FEDE|413
50292,FEDE|111
50294,FEDE|413
50308,FEDE|413
50314,FEDE|413
50316,FEDE|109
50321,FEDE|245
50326,FEDE|209
50331,FEDE|211
50333,FEDE|407
50334,FEDE|604
50336,FEDE|111
50338,FEDE|117
50339,FEDE|413
50342,FEDE|109
50354,FEDE|420
50367,FEDE|111
50373,FEDE|403
50383,FEDE|605
50384,FEDE|133
50388,FEDE|401
50403,FEDE|601
50405,FEDE|132
50426,FEDE|123
50428,FEDE|111
50429,FEDE|115
50431,FEDE|123
50443,FEDE|109
50446,FEDE|116
50449,FEDE|107
50451,FEDE|601
50461,FEDE|132
50464,FEDE|103
50465,FEDE|605
50474,FEDE|111
50477,FEDE|111
50501,FEDE|402
50502,FEDE|501
50533,FEDE|402
50544,FEDE|117
50550,FEDE|111
50553,FEDE|115
50558,FEDE|105
50559,FEDE|204
50563,FEDE|413
50568,FEDE|111
50569,FEDE|245
50572,FEDE|132
50579,FEDE|117
50585,FEDE|111
50587,FEDE|408
50591,FEDE|132
50608,FEDE|109
50610,FEDE|111
50612,FEDE|245
50625,FEDE|105
50628,FEDE|604
50636,FEDE|603
50642,FEDE|115
50656,FEDE|249
50657,FEDE|129
50661,FEDE|242
50669,FEDE|242
50676,FEDE|111
50693,FEDE|109
50698,FEDE|403
50732,FEDE|111
50733,FEDE|111
50736,FEDE|109
50741,FEDE|111
50743,FEDE|111
50752,FEDE|604
50757,FEDE|403
50763,FEDE|221
50771,FEDE|218
50779,FEDE|108
50795,FEDE|202
50804,FEDE|109
50811,FEDE|117
50812,FEDE|109
50815,FEDE|123
50819,FEDE|252
50820,FEDE|116
50832,FEDE|111
50833,FEDE|111
50836,FEDE|127
50843,FEDE|108
50847,FEDE|115
50858,FEDE|111
50859,FEDE|111
50864,FEDE|117
50883,FEDE|117
50885,FEDE|111
50900,FEDE|111
50902,FEDE|403
50903,FEDE|124
50924,FEDE|109
50929,FEDE|111
50948,FEDE|245
50967,FEDE|102
50974,FEDE|105
50981,FEDE|604
50985,FEDE|242
50986,FEDE|111
50998,FEDE|111
51002,FEDE|102
51022,FEDE|267
51036,FEDE|109
51037,FEDE|111
51045,FEDE|405
51047,FEDE|402
51054,FEDE|604
51056,FEDE|403
51062,FEDE|111
51074,FEDE|123
51083,FEDE|123
51100,FEDE|202
51102,FEDE|109
51106,FEDE|410
51108,FEDE|114
51113,FEDE|114
51115,FEDE|123
51120,FEDE|266
51123,FEDE|604
51124,FEDE|201
51136,FEDE|103
51170,FEDE|206
51183,FEDE|103
51188,FEDE|111
51198,FEDE|103
51209,FEDE|105
51217,FEDE|101
51222,FEDE|117
51235,FEDE|221
51244,FEDE|245
51255,FEDE|125
51257,FEDE|111
51260,FEDE|111
51265,FEDE|119
51266,FEDE|132
51272,FEDE|132
51293,FEDE|242
51297,FEDE|229
51309,FEDE|604
51323,FEDE|110
51336,FEDE|123
51354,FEDE|601
51365,FEDE|406
51371,FEDE|125
51385,FEDE|403
51389,FEDE|242
51391,FEDE|410
51392,FEDE|119
51398,FEDE|242
51399,FEDE|402
51416,FEDE|202
51422,FEDE|111
51430,FEDE|124
51441,FEDE|245
51443,FEDE|242
51449,FEDE|105
51452,FEDE|111
51460,FEDE|131
51470,FEDE|402
51472,FEDE|117
51473,FEDE|115
51482,FEDE|221
51489,FEDE|101
51492,FEDE|604
51508,FEDE|221
51512,FEDE|105
51524,FEDE|111
51535,FEDE|604
51544,FEDE|128
51548,FEDE|106
51549,FEDE|245
51558,FEDE|129
51564,FEDE|604
51569,FEDE|117
51570,FEDE|109
51585,FEDE|604
51628,FEDE|242
51630,FEDE|233
51639,FEDE|111
51640,FEDE|125
51641,FEDE|101
51655,FEDE|410
51658,FEDE|604
51666,FEDE|242
51667,FEDE|115
51669,FEDE|111
51672,FEDE|117
51695,FEDE|109
51714,FEDE|204
51733,FEDE|603
51737,FEDE|125
51739,FEDE|111
51745,FEDE|111
51749,FEDE|123
51752,FEDE|252
51754,FEDE|221
51763,FEDE|111
51764,FEDE|125
51769,FEDE|605
51783,FEDE|242
51807,FEDE|111
51817,FEDE|111
51823,FEDE|123
51842,FEDE|119
51856,FEDE|119
51862,FEDE|123
51863,FEDE|132
51866,FEDE|413
51870,FEDE|233
51877,FEDE|403
51884,FEDE|117
51886,FEDE|405
51893,FEDE|125
51897,FEDE|403
51916,FEDE|124
51922,FEDE|106
51926,FEDE|109
51946,FEDE|501
51947,FEDE|407
51955,FEDE|111
51975,FEDE|105
51979,FEDE|111
51980,FEDE|111
51988,FEDE|125
52003,FEDE|111
52007,FEDE|206
52011,FEDE|111
52023,FEDE|249
52025,FEDE|101
52038,FEDE|119
52043,FEDE|117
52045,FEDE|124
52058,FEDE|111
52060,FEDE|402
52066,FEDE|111
52074,FEDE|119
52080,FEDE|403
52087,FEDE|113
52090,FEDE|123
52095,FEDE|403
52108,FEDE|242
52137,FEDE|105
52144,FEDE|403
52163,FEDE|111
52175,FEDE|405
52180,FEDE|604
52188,FEDE|111
52194,FEDE|604
52200,FEDE|125
52205,FEDE|125
52210,FEDE|111
52218,FEDE|218
52233,FEDE|221
52263,FEDE|111
52300,FEDE|232
52306,FEDE|245
52315,FEDE|242
52316,FEDE|402
52321,FEDE|249
52326,FEDE|413
52335,FEDE|132
52338,FEDE|123
52346,FEDE|133
52347,FEDE|111
52348,FEDE|101
52349,FEDE|245
52353,FEDE|402
52373,FEDE|209
52381,FEDE|125
52400,FEDE|111
52409,FEDE|402
52410,FEDE|101
52411,FEDE|218
52428,FEDE|604
52432,FEDE|129
52442,FEDE|402
52444,FEDE|406
52446,FEDE|103
52452,FEDE|115
52456,FEDE|229
52458,FEDE|123
52462,FEDE|111
52463,FEDE|111
52469,FEDE|102
52481,FEDE|604
52484,FEDE|105
52489,FEDE|109
52497,FEDE|413
52500,FEDE|109
52501,FEDE|105
52503,FEDE|108
52505,FEDE|123
52519,FEDE|402
52530,FEDE|410
52535,FEDE|111
52543,FEDE|123
52545,FEDE|111
52547,FEDE|127
52551,FEDE|111
52556,FEDE|111
52565,FEDE|115
52580,FEDE|221
52587,FEDE|254
52596,FEDE|402
52603,FEDE|603
52606,FEDE|605
52612,FEDE|123
52619,FEDE|402
52620,FEDE|129
52637,FEDE|420
52649,FEDE|111
52650,FEDE|601
52652,FEDE|402
52658,FEDE|132
52704,FEDE|254
52705,FEDE|245
52729,FEDE|119
52736,FEDE|132
52740,FEDE|603
52749,FEDE|103
52753,FEDE|204
52756,FEDE|105
52760,FEDE|241
52761,FEDE|404
52772,FEDE|111
52779,FEDE|128
52781,FEDE|105
52793,FEDE|129
52808,FEDE|256
52812,FEDE|404
52826,FEDE|109
52853,FEDE|242
52858,FEDE|117
52866,FEDE|402
52879,FEDE|111
52880,FEDE|603
52884,FEDE|114
52900,FEDE|111
52905,FEDE|111
52910,FEDE|132
52916,FEDE|119
52917,FEDE|402
52927,FEDE|402
52928,FEDE|403
52933,FEDE|262
52939,FEDE|109
52946,FEDE|245
52955,FEDE|111
52968,FEDE|402
52971,FEDE|111
52980,FEDE|111
52990,FEDE|601
52991,FEDE|413
52998,FEDE|404
53013,FEDE|233
53022,FEDE|132
53033,FEDE|111
53062,FEDE|123
53063,FEDE|402
53080,FEDE|601
53085,FEDE|111
53094,FEDE|132
53105,FEDE|124
53106,FEDE|117
53118,FEDE|403
53128,FEDE|115
53146,FEDE|123
53164,FEDE|113
53166,FEDE|111
53182,FEDE|229
53189,FEDE|128
53191,FEDE|132
53194,FEDE|109
53203,FEDE|123
53212,FEDE|132
53250,FEDE|132
53251,FEDE|111
53254,FEDE|132
53257,FEDE|109
53266,FEDE|124
53268,FEDE|111
53275,FEDE|132
53282,FEDE|603
53290,FEDE|124
53300,FEDE|124
53315,FEDE|408
53324,FEDE|111
53333,FEDE|413
53338,FEDE|111
53349,FEDE|105
53361,FEDE|402
53378,FEDE|221
53383,FEDE|109
53384,FEDE|111
53421,FEDE|105
53424,FEDE|105
53444,FEDE|111
53449,FEDE|111
53450,FEDE|122
53483,FEDE|119
53490,FEDE|101
53492,FEDE|123
53496,FEDE|101
53515,FEDE|123
53519,FEDE|123
53525,FEDE|403
53551,FEDE|111
53553,FEDE|109
53554,FEDE|111
53565,FEDE|111
53572,FEDE|125
53574,FEDE|132
53579,FEDE|111
53580,FEDE|413
53587,FEDE|109
53599,FEDE|111
53602,FEDE|204
53607,FEDE|601
53608,FEDE|123
53623,FEDE|111
53625,FEDE|124
53627,FEDE|413
53630,FEDE|249
53635,FEDE|111
53643,FEDE|604
53646,FEDE|111
53669,FEDE|123
53671,FEDE|111
53672,FEDE|111
53673,FEDE|103
53686,FEDE|119
53692,FEDE|229
53695,FEDE|233
53707,FEDE|123
53709,FEDE|111
53716,FEDE|101
53718,FEDE|221
53719,FEDE|105
53720,FEDE|603
53729,FEDE|116
53730,FEDE|124
53731,FEDE|402
53734,FEDE|218
53739,FEDE|111
53744,FEDE|410
53768,FEDE|124
53769,FEDE|123
53770,FEDE|242
53791,FEDE|209
53795,FEDE|124
53814,FEDE|114
53838,FEDE|111
53841,FEDE|111
53842,FEDE|219
53844,FEDE|125
53845,FEDE|254
53848,FEDE|101
53849,FEDE|111
53857,FEDE|109
53882,FEDE|413
53889,FEDE|123
53892,FEDE|210
53894,FEDE|229
53895,FEDE|402
53896,FEDE|232
53911,FEDE|123
53919,FEDE|402
53923,FEDE|109
53926,FEDE|124
53942,FEDE|229
53945,FEDE|116
53951,FEDE|111
53968,FEDE|242
53970,FEDE|111
53971,FEDE|125
53972,FEDE|128
53989,FEDE|110
53998,FEDE|267
54010,FEDE|111
54038,FEDE|118
54054,FEDE|604
54056,FEDE|101
54105,FEDE|245
54119,FEDE|403
54124,FEDE|132
54126,FEDE|133
54144,FEDE|242
54146,FEDE|117
54168,FEDE|404
54172,FEDE|105
54184,FEDE|604
54191,FEDE|601
54205,FEDE|124
54209,FEDE|123
54217,FEDE|111
54226,FEDE|111
54227,FEDE|123
54239,FEDE|206
54266,FEDE|125
54276,FEDE|110
54278,FEDE|117
54282,FEDE|113
54283,FEDE|111
54291,FEDE|413
54304,FEDE|109
54314,FEDE|105
54331,FEDE|109
54345,FEDE|413
54348,FEDE|111
54351,FEDE|123
54355,FEDE|242
54364,FEDE|111
54367,FEDE|109
54369,FEDE|233
54380,FEDE|111
54387,FEDE|604
54396,FEDE|249
54407,FEDE|407
54408,FEDE|101
54413,FEDE|403
54414,FEDE|123
54419,FEDE|407
54421,FEDE|605
54440,FEDE|105
54445,FEDE|105
54448,FEDE|124
54451,FEDE|111
54459,FEDE|119
54479,FEDE|125
54484,FEDE|245
54492,FEDE|604
54502,FEDE|101
54524,FEDE|124
54545,FEDE|402
54560,FEDE|241
54576,FEDE|403
54587,FEDE|111
54604,FEDE|123
54617,FEDE|604
54621,FEDE|108
54659,FEDE|402
54664,FEDE|218
54675,FEDE|233
54678,FEDE|252
54688,FEDE|132
54690,FEDE|111
54693,FEDE|257
54701,FEDE|111
54705,FEDE|604
54714,FEDE|402
54723,FEDE|402
54726,FEDE|111
54727,FEDE|103
54728,FEDE|123
54746,FEDE|245
54747,FEDE|111
54748,FEDE|111
54755,FEDE|112
54758,FEDE|123
54759,FEDE|111
54764,FEDE|109
54765,FEDE|132
54769,FEDE|229
54770,FEDE|103
54773,FEDE|233
54780,FEDE|218
54803,FEDE|109
54807,FEDE|245
54810,FEDE|410
54811,FEDE|117
54818,FEDE|109
54829,FEDE|125
54835,FEDE|105
54843,FEDE|111
54872,FEDE|404
54874,FEDE|233
54875,FEDE|109
54877,FEDE|218
54904,FEDE|111
54915,FEDE|402
54919,FEDE|116
54921,FEDE|124
54929,FEDE|115
54947,FEDE|108
54959,FEDE|111
54964,FEDE|403
54980,FEDE|218
54995,FEDE|111
55016,FEDE|111
55030,FEDE|118
55034,FEDE|115
55050,FEDE|262
55051,FEDE|403
55055,FEDE|123
55060,FEDE|407
55066,FEDE|109
55067,FEDE|119
55073,FEDE|115
55078,FEDE|118
55085,FEDE|413
55086,FEDE|128
55087,FEDE|402
55089,FEDE|229
55091,FEDE|111
55106,FEDE|403
55108,FEDE|123
55109,FEDE|123
55114,FEDE|111
55116,FEDE|125
55129,FEDE|123
55133,FEDE|111
55139,FEDE|404
55143,FEDE|109
55144,FEDE|404
55149,FEDE|111
55152,FEDE|111
55160,FEDE|404
55162,FEDE|404
55164,FEDE|604
55172,FEDE|111
55175,FEDE|604
55183,FEDE|114
55185,FEDE|123
55191,FEDE|123
55205,FEDE|404
55218,FEDE|404
55224,FEDE|604
55228,FEDE|114
55232,FEDE|404
55241,FEDE|111
55242,FEDE|105
55244,FEDE|103
55254,FEDE|403
55261,FEDE|123
55280,FEDE|124
55282,FEDE|233
55293,FEDE|229
55306,FEDE|413
55309,FEDE|101
55310,FEDE|402
55323,FEDE|101
55330,FEDE|123
55334,FEDE|119
55336,FEDE|118
55339,FEDE|101
55354,FEDE|111
55355,FEDE|212
55356,FEDE|123
55358,FEDE|105
55372,FEDE|123
55391,FEDE|119
55395,FEDE|132
55397,FEDE|133
55404,FEDE|242
55407,FEDE|219
55415,FEDE|115
55416,FEDE|111
55418,FEDE|245
55429,FEDE|123
55435,FEDE|245
55444,FEDE|123
55450,FEDE|601
55460,FEDE|102
55470,FEDE|117
55475,FEDE|132
55476,FEDE|254
55481,FEDE|232
55485,FEDE|119
55496,FEDE|232
55503,FEDE|123
55513,FEDE|403
55523,FEDE|242
55535,FEDE|413
55543,FEDE|132
55546,FEDE|402
55551,FEDE|111
55553,FEDE|133
55556,FEDE|219
55568,FEDE|402
55596,FEDE|111
55601,FEDE|111
55627,FEDE|105
55633,FEDE|413
55634,FEDE|111
55648,FEDE|604
55656,FEDE|111
55660,FEDE|232
55662,FEDE|123
55675,FEDE|109
55680,FEDE|123
55685,FEDE|125
55686,FEDE|402
55690,FEDE|413
55701,FEDE|242
55702,FEDE|114
55713,FEDE|413
55727,FEDE|111
55736,FEDE|115
55738,FEDE|123
55753,FEDE|402
55761,FEDE|111
55780,FEDE|109
55793,FEDE|123
55799,FEDE|117
55800,FEDE|125
55804,FEDE|233
55805,FEDE|111
55808,FEDE|108
55823,FEDE|123
55833,FEDE|101
55844,FEDE|123
55847,FEDE|243
55850,FEDE|132
55855,FEDE|407
55857,FEDE|126
55861,FEDE|413
55869,FEDE|403
55872,FEDE|123
55873,FEDE|111
55876,FEDE|115
55877,FEDE|123
55891,FEDE|108
55892,FEDE|401
55895,FEDE|103
55898,FEDE|123
55904,FEDE|229
55908,FEDE|604
55948,FEDE|111
55949,FEDE|232
55957,FEDE|403
55961,FEDE|420
55967,FEDE|123
55969,FEDE|126
55974,FEDE|604
55981,FEDE|123
55990,FEDE|132
56000,FEDE|111
56027,FEDE|232
56032,FEDE|245
56034,FEDE|103
56062,FEDE|132
56065,FEDE|132
56096,FEDE|109
56101,FEDE|404
56106,FEDE|407
56113,FEDE|101
56119,FEDE|111
56120,FEDE|604
56128,FEDE|604
56134,FEDE|249
56138,FEDE|402
56141,FEDE|113
56153,FEDE|128
56154,FEDE|115
56168,FEDE|117
56173,FEDE|604
56178,FEDE|403
56188,FEDE|111
56193,FEDE|407
56196,FEDE|129
56203,FEDE|126
56221,FEDE|111
56226,FEDE|222
56233,FEDE|114
56240,FEDE|114
56264,FEDE|132
56268,FEDE|115
56269,FEDE|126
56272,FEDE|123
56288,FEDE|403
56291,FEDE|101
56297,FEDE|105
56301,FEDE|242
56306,FEDE|123
56313,FEDE|115
56318,FEDE|105
56321,FEDE|111
56326,FEDE|109
56327,FEDE|407
56330,FEDE|204
56333,FEDE|125
56340,FEDE|111
56342,FEDE|407
56343,FEDE|402
56348,FEDE|101
56361,FEDE|125
56369,FEDE|218
56382,FEDE|109
56387,FEDE|413
56388,FEDE|103
56396,FEDE|123
56397,FEDE|245
56406,FEDE|202
56413,FEDE|108
56414,FEDE|123
56422,FEDE|111
56424,FEDE|132
56425,FEDE|102
56428,FEDE|133
56430,FEDE|261
56443,FEDE|124
56446,FEDE|109
56449,FEDE|111
56452,FEDE|413
56454,FEDE|403
56462,FEDE|123
56464,FEDE|125
56482,FEDE|403
56485,FEDE|201
56494,FEDE|417
56495,FEDE|111
56504,FEDE|117
56508,FEDE|604
56516,FEDE|126
56518,FEDE|123
56520,FEDE|125
56523,FEDE|101
56530,FEDE|202
56553,FEDE|103
56555,FEDE|109
56560,FEDE|408
56563,FEDE|408
56583,FEDE|124
56586,FEDE|115
56590,FEDE|111
56596,FEDE|125
56608,FEDE|133
56609,FEDE|101
56623,FEDE|109
56627,FEDE|109
56629,FEDE|111
56630,FEDE|109
56633,FEDE|402
56640,FEDE|133
56648,FEDE|246
56657,FEDE|123
56659,FEDE|124
56665,FEDE|111
56674,FEDE|109
56675,FEDE|604
56687,FEDE|111
56691,FEDE|123
56693,FEDE|604
56697,FEDE|124
56701,FEDE|229
56702,FEDE|103
56703,FEDE|105
56718,FEDE|125
56719,FEDE|245
56721,FEDE|111
56731,FEDE|604
56733,FEDE|604
56749,FEDE|115
56750,FEDE|124
56752,FEDE|410
56755,FEDE|111
56762,FEDE|119
56766,FEDE|109
56767,FEDE|218
56769,FEDE|111
56778,FEDE|402
56789,FEDE|402
56790,FEDE|111
56805,FEDE|402
56822,FEDE|117
56825,FEDE|133
56829,FEDE|115
56839,FEDE|111
56862,FEDE|125
56863,FEDE|111
56865,FEDE|111
56872,FEDE|111
56883,FEDE|119
56889,FEDE|403
56891,FEDE|604
56903,FEDE|123
56916,FEDE|111
56917,FEDE|109
56920,FEDE|111
56922,FEDE|403
56927,FEDE|108
56928,FEDE|123
56945,FEDE|413
56950,FEDE|601
56964,FEDE|119
56965,FEDE|261
56971,FEDE|102
56979,FEDE|111
56985,FEDE|413
56988,FEDE|124
56997,FEDE|111
56999,FEDE|127
57001,FEDE|111
57002,FEDE|604
57005,FEDE|111
57024,FEDE|604
57027,FEDE|403
57031,FEDE|125
57058,FEDE|103
57069,FEDE|123
57070,FEDE|604
57071,FEDE|111
57083,FEDE|604
57088,FEDE|604
57091,FEDE|111
57099,FEDE|109
57109,FEDE|123
57113,FEDE|221
57121,FEDE|252
57135,FEDE|119
57140,FEDE|111
57154,FEDE|111
57163,FEDE|109
57164,FEDE|111
57166,FEDE|111
57202,FEDE|403
57211,FEDE|109
57214,FEDE|124
57215,FEDE|123
57226,FEDE|221
57236,FEDE|403
57248,FEDE|109
57254,FEDE|111
57263,FEDE|111
57269,FEDE|604
57272,FEDE|111
57284,FEDE|105
57301,FEDE|111
57302,FEDE|129
57304,FEDE|413
57312,FEDE|604
57320,FEDE|111
57326,FEDE|123
57333,FEDE|229
57341,FEDE|232
57351,FEDE|115
57354,FEDE|111
57355,FEDE|124
57366,FEDE|403
57369,FEDE|132
57378,FEDE|410
57386,FEDE|101
57388,FEDE|103
57392,FEDE|221
57412,FEDE|103
57427,FEDE|111
57440,FEDE|242
57465,FEDE|413
57468,FEDE|413
57469,FEDE|115
57486,FEDE|245
57488,FEDE|111
57490,FEDE|101
57492,FEDE|229
57495,FEDE|604
57527,FEDE|601
57539,FEDE|604
57540,FEDE|111
57547,FEDE|604
57572,FEDE|218
57573,FEDE|129
57575,FEDE|105
57577,FEDE|125
57603,FEDE|132
57609,FEDE|108
57610,FEDE|108
57615,FEDE|232
57639,FEDE|128
57640,FEDE|126
57642,FEDE|406
57644,FEDE|242
