UID,EMP
48419,CE-1-6
48420,CE-1-6
48422,CE-1-6
48423,CE-1-6
48425,CE-1-6
48426,CE-2-2
48428,CE-1-6
48429,CE-1-6
48431,CE-2-1
48433,CE-1-6
48434,CE-2-2
48435,CE-1-6
48445,CE-1-6
48451,CE-1-6
48455,CE-1-5
48456,CE-1-6
48461,CE-1-6
48462,CE-1-6
48463,CE-1-6
48466,CE-1-6
48471,CE-1-6
48474,CE-1-6
48483,CE-1-6
48484,CE-1-6
48486,CE-1-6
48487,CE-1-6
48488,CE-1-6
48493,CE-1-6
48496,CE-1-6
48499,CE-1-1
48504,CE-1-6
48505,CE-1-6
48507,CE-1-6
48510,CE-1-6
48512,CE-1-6
48521,CE-1-6
48522,CE-1-6
48524,CE-1-6
48525,CE-1-6
48527,CE-1-6
48528,CE-2-2
48530,CE-1-6
48532,CE-1-6
48534,CE-1-6
48539,CE-1-6
48540,CE-1-6
48541,CE-1-6
48545,CE-2-1
48546,CE-1-6
48547,CE-1-6
48548,CE-1-6
48553,CE-1-6
48554,CE-1-6
48555,CE-1-6
48556,CE-1-5
48558,CE-1-6
48570,CE-1-6
48571,CE-1-6
48573,CE-1-6
48575,CE-1-6
48577,CE-1-6
48578,CE-1-6
48579,CE-2-2
48581,CE-1-6
48584,CE-1-6
48585,CE-1-6
48586,CE-1-6
48590,CE-1-6
48591,CE-2-1
48592,CE-1-6
48593,CE-1-6
48595,CE-1-6
48598,CE-1-6
48599,CE-2-1
48604,CE-1-6
48605,CE-1-5
48606,CE-1-6
48607,CE-1-5
48613,CE-1-6
48614,CE-1-6
48616,CE-2-1
48617,CE-1-5
48620,CE-1-6
48623,CE-1-6
48625,CE-1-6
48626,CE-2-1
48627,CE-1-6
48628,CE-2-1
48629,CE-1-6
48631,CE-2-1
48632,CE-1-6
48640,CE-1-6
48643,CE-1-1
48644,CE-1-6
48645,CE-1-6
48646,CE-1-6
48648,CE-2-2
48650,CE-1-6
48653,CE-1-6
48654,CE-1-6
48655,CE-2-1
48656,CE-1-6
48659,CE-1-6
48661,CE-1-6
48662,CE-2-2
48663,CE-1-6
48666,CE-1-6
48667,CE-2-1
48669,CE-1-6
48670,CE-1-6
48672,CE-1-6
48674,CE-1-6
48676,CE-1-6
48677,CE-1-6
48679,CE-1-6
48680,CE-1-6
48681,CE-1-6
48682,CE-1-6
48686,CE-1-6
48687,CE-1-6
48688,CE-1-6
48690,CE-1-6
48693,CE-1-6
48695,CE-1-6
48696,CE-1-6
48697,CE-1-6
48699,CE-1-6
48700,CE-1-6
48703,CE-1-6
48705,CE-1-5
48706,CE-1-5
48707,CE-1-2
48708,CE-1-6
48709,CE-1-6
48716,CE-1-6
48717,CE-2-1
48718,CE-1-6
48722,CE-1-6
48728,CE-1-6
48729,CE-2-2
48730,CE-1-6
48731,CE-1-6
48734,CE-1-6
48736,CE-1-6
48737,CE-1-6
48738,CE-1-6
48739,CE-1-6
48740,CE-2-2
48742,CE-1-6
48743,CE-1-6
48745,CE-1-6
48747,CE-2-2
48748,CE-1-6
48749,CE-1-5
48751,CE-1-5
48754,CE-2-2
48755,CE-1-6
48756,CE-1-6
48757,CE-1-6
48760,CE-1-6
48762,CE-1-6
48764,CE-1-6
48765,CE-1-6
48768,CE-1-6
48774,CE-1-6
48775,CE-1-5
48777,CE-1-6
48779,CE-1-6
48781,CE-1-6
48785,CE-2-1
48786,CE-1-6
48787,CE-1-6
48789,CE-1-6
48792,CE-1-6
48793,CE-1-6
48796,CE-1-6
48798,CE-1-6
48799,CE-1-6
48801,CE-1-6
48802,CE-1-6
48803,CE-1-6
48805,CE-1-6
48812,CE-1-6
48814,CE-1-6
48815,CE-1-6
48818,CE-1-6
48820,CE-1-6
48823,CE-1-6
48825,CE-2-2
48826,CE-1-6
48829,CE-2-1
48830,CE-1-6
48831,CE-1-6
48832,CE-1-2
48835,CE-1-6
48836,CE-1-6
48838,CE-1-6
48844,CE-1-6
48845,CE-1-6
48846,CE-1-6
48847,CE-1-5
48853,CE-1-6
48854,CE-1-6
48856,CE-1-6
48858,CE-1-6
48860,CE-1-6
48861,CE-1-5
48862,CE-1-6
48864,CE-1-6
48865,CE-1-6
48866,CE-1-6
48869,CE-1-6
48871,CE-1-6
48874,CE-2-2
48875,CE-1-6
48879,CE-1-6
48882,CE-1-6
48883,CE-1-1
48884,CE-2-2
48886,CE-1-6
48890,CE-1-6
48891,CE-1-6
48892,CE-1-6
48893,CE-1-6
48901,CE-1-6
48902,CE-1-6
48904,CE-1-6
48911,CE-1-1
48913,CE-1-6
48914,CE-1-6
48916,CE-1-6
48917,CE-1-6
48918,CE-1-2
48921,CE-1-6
48922,CE-1-2
48925,CE-1-6
48929,CE-1-6
48931,CE-1-5
48935,CE-1-6
48944,CE-1-6
48946,CE-1-6
48948,CE-1-6
48953,CE-1-5
48959,CE-1-6
48960,CE-1-6
48961,CE-1-6
48962,CE-1-6
48965,CE-1-6
48966,CE-1-5
48969,CE-1-6
48971,CE-1-6
48973,CE-2-2
48974,CE-1-6
48976,CE-1-6
48977,CE-1-6
48981,CE-1-6
48984,CE-1-6
48985,CE-1-6
48988,CE-1-5
48993,CE-1-6
48994,CE-1-6
48995,CE-1-6
48997,CE-1-6
48998,CE-1-6
49001,CE-1-6
49003,CE-1-6
49008,CE-1-6
49015,CE-1-6
49016,CE-1-6
49018,CE-1-6
49019,CE-1-6
49020,CE-1-6
49021,CE-1-6
49025,CE-1-6
49026,CE-1-6
49028,CE-1-5
49029,CE-1-6
49032,CE-1-6
49033,CE-1-6
49036,CE-1-6
49038,CE-1-6
49040,CE-1-5
49042,CE-1-6
49043,CE-1-6
49046,CE-1-6
49047,CE-1-6
49048,CE-1-6
49050,CE-1-6
49053,CE-2-2
49055,CE-1-6
49056,CE-1-5
49060,CE-1-6
49061,CE-1-6
49063,CE-1-6
49064,CE-1-6
49065,CE-1-6
49067,CE-1-6
49069,CE-1-6
49070,CE-1-6
49072,CE-1-6
49077,CE-1-6
49078,CE-1-6
49079,CE-1-6
49081,CE-2-2
49089,CE-1-6
49090,CE-1-5
49093,CE-1-6
49094,CE-1-6
49095,CE-1-6
49096,CE-1-6
49097,CE-2-1
49103,CE-1-5
49104,CE-1-6
49105,CE-1-6
49106,CE-1-6
49107,CE-1-6
49108,CE-1-6
49110,CE-1-6
49114,CE-1-6
49115,CE-1-6
49116,CE-1-6
49117,CE-1-6
49119,CE-1-6
49120,CE-1-6
49121,CE-1-6
49122,CE-1-6
49123,CE-1-6
49124,CE-1-5
49127,CE-1-6
49128,CE-1-6
49132,CE-1-6
49133,CE-1-6
49134,CE-1-6
49135,CE-1-5
49136,CE-1-6
49137,CE-1-5
49139,CE-1-6
49143,CE-1-6
49144,CE-1-6
49149,CE-1-6
49151,CE-1-6
49152,CE-1-6
49153,CE-2-1
49154,CE-1-6
49155,CE-1-6
49156,CE-2-1
49158,CE-1-6
49161,CE-1-6
49162,CE-1-2
49166,CE-1-6
49167,CE-1-6
49168,CE-1-6
49169,CE-1-6
49170,CE-1-6
49171,CE-1-6
49173,CE-1-6
49175,CE-1-6
49177,CE-1-6
49179,CE-1-6
49181,CE-2-1
49187,CE-2-2
49188,CE-1-6
49189,CE-1-6
49190,CE-1-6
49191,CE-1-6
49192,CE-1-6
49193,CE-1-6
49197,CE-1-6
49198,CE-1-5
49199,CE-1-6
49200,CE-1-2
49202,CE-2-2
49204,CE-1-6
49207,CE-1-6
49208,CE-1-1
49209,CE-1-6
49210,CE-1-6
49211,CE-1-6
49212,CE-1-6
49214,CE-1-6
49216,CE-1-6
49218,CE-2-1
49219,CE-1-6
49222,CE-1-2
49223,CE-2-1
49226,CE-1-6
49227,CE-1-6
49229,CE-1-6
49230,CE-1-6
49233,CE-1-6
49239,CE-1-6
49243,CE-2-1
49244,CE-1-6
49246,CE-1-6
49247,CE-1-6
49248,CE-1-2
49249,CE-1-6
49251,CE-1-6
49252,CE-1-6
49253,CE-1-6
49256,CE-1-6
49258,CE-1-6
49259,CE-1-6
49260,CE-1-6
49261,CE-1-5
49265,CE-1-6
49267,CE-1-6
49268,CE-1-6
49271,CE-2-1
49272,CE-1-6
49274,CE-1-6
49275,CE-1-6
49276,CE-1-6
49277,CE-1-6
49279,CE-1-6
49281,CE-1-6
49282,CE-1-6
49284,CE-1-6
49285,CE-1-6
49288,CE-1-6
49289,CE-1-6
49293,CE-1-6
49294,CE-2-1
49295,CE-1-6
49296,CE-1-6
49300,CE-1-6
49301,CE-1-6
49302,CE-1-5
49308,CE-1-6
49311,CE-1-6
49317,CE-1-6
49318,CE-1-6
49319,CE-1-6
49321,CE-1-6
49324,CE-1-6
49326,CE-1-6
49327,CE-1-5
49329,CE-1-5
49334,CE-1-6
49338,CE-1-6
49339,CE-1-6
49340,CE-1-6
49341,CE-1-6
49344,CE-1-6
49345,CE-2-1
49349,CE-1-6
49350,CE-1-6
49351,CE-2-2
49353,CE-1-6
49356,CE-2-2
49357,CE-1-6
49361,CE-1-6
49363,CE-1-6
49366,CE-1-6
49367,CE-1-6
49370,CE-1-3
49371,CE-1-6
49372,CE-1-6
49373,CE-1-6
49374,CE-1-6
49375,CE-1-6
49380,CE-1-6
49381,CE-1-6
49382,CE-1-6
49384,CE-1-6
49385,CE-1-5
49386,CE-2-2
49388,CE-1-6
49389,CE-1-6
49390,CE-1-6
49391,CE-1-6
49392,CE-1-2
49393,CE-1-6
49394,CE-1-2
49395,CE-1-6
49396,CE-1-1
49397,CE-1-6
49398,CE-1-6
49401,CE-1-6
49403,CE-2-1
49404,CE-1-6
49409,CE-1-6
49410,CE-1-5
49411,CE-1-6
49416,CE-1-6
49418,CE-1-6
49419,CE-1-6
49421,CE-1-2
49422,CE-1-6
49423,CE-1-6
49425,CE-2-2
49429,CE-1-3
49430,CE-1-6
49434,CE-1-6
49436,CE-1-6
49439,CE-1-6
49440,CE-1-6
49442,CE-2-2
49444,CE-1-6
49446,CE-1-6
49447,CE-1-6
49448,CE-1-6
49450,CE-1-6
49451,CE-1-6
49453,CE-1-6
49458,CE-1-6
49459,CE-1-6
49465,CE-1-6
49467,CE-1-6
49469,CE-1-6
49471,CE-1-6
49474,CE-1-6
49475,CE-1-6
49476,CE-1-6
49478,CE-1-6
49481,CE-1-6
49482,CE-1-5
49483,CE-1-6
49484,CE-1-5
49486,CE-1-6
49487,CE-2-1
49490,CE-1-6
49491,CE-1-6
49493,CE-1-6
49494,CE-1-6
49497,CE-1-5
49502,CE-1-6
49504,CE-1-6
49505,CE-1-6
49506,CE-1-6
49508,CE-1-6
49510,CE-1-6
49512,CE-1-6
49515,CE-1-6
49516,CE-1-6
49517,CE-1-6
49518,CE-1-6
49522,CE-2-1
49524,CE-1-5
49526,CE-1-6
49527,CE-1-6
49533,CE-1-6
49534,CE-1-6
49538,CE-1-6
49539,CE-2-1
49544,CE-1-1
49545,CE-1-6
49547,CE-1-6
49549,CE-1-6
49551,CE-1-6
49553,CE-1-5
49554,CE-1-6
49555,CE-1-6
49558,CE-1-6
49559,CE-1-6
49563,CE-1-6
49565,CE-1-6
49566,CE-1-6
49567,CE-1-6
49568,CE-1-6
49571,CE-1-5
49573,CE-1-6
49574,CE-1-6
49578,CE-1-6
49580,CE-1-6
49582,CE-1-6
49584,CE-1-6
49586,CE-1-6
49587,CE-1-5
49588,CE-1-6
49589,CE-1-6
49591,CE-1-6
49592,CE-1-6
49593,CE-1-6
49596,CE-1-6
49597,CE-1-6
49599,CE-1-6
49600,CE-1-6
49601,CE-1-6
49608,CE-2-2
49609,CE-1-6
49610,CE-1-6
49611,CE-1-6
49614,CE-1-6
49615,CE-1-6
49619,CE-1-6
49620,CE-1-6
49624,CE-1-6
49625,CE-1-6
49628,CE-1-6
49629,CE-1-5
49630,CE-1-6
49632,CE-1-6
49633,CE-1-6
49635,CE-1-6
49637,CE-1-6
49639,CE-1-6
49640,CE-1-6
49642,CE-1-5
49644,CE-1-6
49646,CE-1-1
49650,CE-1-5
49652,CE-1-1
49653,CE-2-2
49658,CE-1-6
49665,CE-1-6
49667,CE-1-6
49671,CE-1-6
49674,CE-1-6
49677,CE-1-6
49678,CE-1-6
49681,CE-1-6
49682,CE-1-6
49684,CE-1-6
49685,CE-1-6
49687,CE-1-6
49688,CE-1-5
49690,CE-1-6
49694,CE-1-5
49695,CE-1-6
49699,CE-1-6
49701,CE-1-6
49702,CE-1-6
49704,CE-1-6
49707,CE-1-6
49708,CE-1-5
49711,CE-1-6
49713,CE-1-6
49714,CE-1-6
49716,CE-1-6
49721,CE-2-1
49722,CE-1-6
49724,CE-1-2
49727,CE-1-6
49728,CE-2-2
49730,CE-1-6
49734,CE-1-6
49735,CE-1-6
49737,CE-1-6
49739,CE-1-6
49740,CE-1-6
49741,CE-2-1
49742,CE-1-6
49743,CE-1-6
49744,CE-1-6
49745,CE-1-6
49747,CE-1-6
49749,CE-1-6
49750,CE-1-6
49751,CE-1-6
49753,CE-1-6
49754,CE-2-1
49756,CE-1-6
49760,CE-2-1
49761,CE-1-6
49762,CE-1-5
49764,CE-1-5
49765,CE-1-6
49766,CE-1-6
49769,CE-1-6
49770,CE-1-6
49777,CE-1-5
49781,CE-1-5
49784,CE-1-6
49785,CE-1-6
49787,CE-1-5
49788,CE-1-6
49790,CE-1-6
49791,CE-1-6
49793,CE-1-6
49794,CE-1-6
49798,CE-1-5
49799,CE-2-2
49800,CE-2-1
49802,CE-1-6
49806,CE-1-6
49807,CE-1-6
49810,CE-1-5
49811,CE-1-6
49812,CE-1-6
49815,CE-1-6
49816,CE-1-6
49818,CE-1-6
49819,CE-2-1
49820,CE-1-6
49821,CE-1-6
49825,CE-1-1
49828,CE-1-6
49830,CE-1-6
49831,CE-1-6
49832,CE-1-6
49838,CE-1-6
49839,CE-1-6
49840,CE-1-6
49842,CE-1-6
49844,CE-1-2
49849,CE-1-6
49850,CE-1-6
49851,CE-1-6
49852,CE-1-6
49853,CE-1-6
49855,CE-1-6
49856,CE-1-3
49861,CE-1-6
49862,CE-1-6
49863,CE-1-6
49864,CE-1-6
49865,CE-1-6
49869,CE-1-6
49874,CE-2-2
49875,CE-1-6
49881,CE-1-6
49883,CE-1-6
49884,CE-1-6
49887,CE-1-6
49890,CE-2-2
49891,CE-1-6
49892,CE-1-6
49900,CE-1-6
49905,CE-1-6
49907,CE-1-6
49910,CE-1-6
49912,CE-1-6
49915,CE-2-2
49919,CE-1-6
49920,CE-1-6
49921,CE-2-1
49923,CE-1-6
49924,CE-2-1
49925,CE-1-6
49926,CE-1-6
49928,CE-1-6
49930,CE-1-6
49938,CE-1-6
49939,CE-1-6
49940,CE-1-6
49941,CE-1-6
49944,CE-1-6
49946,CE-1-6
49949,CE-1-6
49953,CE-1-6
49954,CE-1-6
49955,CE-1-6
49956,CE-1-6
49957,CE-2-1
49963,CE-1-6
49964,CE-2-2
49965,CE-1-6
49971,CE-1-6
49972,CE-1-6
49974,CE-1-6
49975,CE-1-6
49978,CE-1-6
49985,CE-1-6
49987,CE-1-6
49988,CE-1-6
49989,CE-1-5
49997,CE-1-6
49998,CE-1-5
49999,CE-1-6
50000,CE-1-3
50001,CE-1-5
50006,CE-2-2
50007,CE-1-6
50011,CE-1-5
50013,CE-1-6
50014,CE-1-5
50016,CE-1-6
50018,CE-1-6
50020,CE-1-6
50022,CE-1-6
50023,CE-2-1
50024,CE-1-6
50025,CE-1-5
50026,CE-1-6
50027,CE-2-2
50028,CE-1-6
50030,CE-1-6
50031,CE-1-6
50034,CE-1-6
50035,CE-1-6
50041,CE-2-1
50047,CE-1-6
50049,CE-1-5
50051,CE-1-6
50053,CE-1-6
50055,CE-1-6
50060,CE-1-6
50062,CE-2-1
50065,CE-1-6
50067,CE-2-1
50075,CE-2-1
50076,CE-1-6
50077,CE-1-6
50078,CE-1-6
50079,CE-1-6
50080,CE-1-6
50082,CE-1-6
50083,CE-1-6
50084,CE-1-6
50086,CE-2-2
50088,CE-2-1
50089,CE-1-6
50090,CE-1-6
50091,CE-1-6
50092,CE-1-6
50093,CE-1-6
50094,CE-1-6
50097,CE-1-5
50104,CE-1-6
50105,CE-1-6
50108,CE-1-2
50110,CE-1-6
50112,CE-1-6
50118,CE-1-6
50119,CE-1-6
50120,CE-1-6
50122,CE-1-6
50126,CE-2-1
50128,CE-1-6
50132,CE-2-2
50135,CE-1-6
50137,CE-1-6
50138,CE-1-5
50139,CE-1-5
50140,CE-2-2
50145,CE-2-1
50147,CE-1-6
50149,CE-1-6
50151,CE-1-6
50154,CE-1-6
50157,CE-1-6
50160,CE-1-6
50162,CE-1-6
50163,CE-1-6
50165,CE-2-2
50166,CE-1-6
50170,CE-1-6
50172,CE-1-6
50173,CE-1-6
50174,CE-1-6
50177,CE-1-6
50178,CE-1-6
50179,CE-1-5
50181,CE-1-6
50182,CE-1-6
50183,CE-1-6
50188,CE-1-6
50190,CE-1-6
50191,CE-1-3
50193,CE-1-6
50194,CE-1-6
50195,CE-1-6
50196,CE-1-5
50197,CE-1-6
50201,CE-2-2
50203,CE-1-6
50205,CE-1-1
50206,CE-1-6
50209,CE-1-6
50213,CE-1-6
50214,CE-1-6
50216,CE-1-6
50217,CE-1-6
50219,CE-1-1
50220,CE-1-6
50221,CE-1-5
50225,CE-1-6
50227,CE-1-6
50231,CE-2-2
50232,CE-1-6
50234,CE-1-6
50235,CE-1-6
50237,CE-1-6
50239,CE-2-1
50240,CE-1-5
50241,CE-1-6
50243,CE-1-6
50244,CE-1-6
50245,CE-1-6
50246,CE-1-6
50248,CE-1-6
50250,CE-1-5
50251,CE-1-6
50252,CE-1-6
50253,CE-1-6
50257,CE-1-6
50259,CE-1-6
50260,CE-1-6
50261,CE-1-6
50263,CE-1-6
50264,CE-1-5
50265,CE-1-6
50267,CE-1-6
50269,CE-1-6
50271,CE-1-6
50272,CE-1-6
50275,CE-1-6
50276,CE-1-6
50277,CE-1-6
50278,CE-1-6
50279,CE-1-6
50282,CE-1-6
50283,CE-1-6
50286,CE-1-6
50289,CE-1-6
50292,CE-1-5
50293,CE-2-1
50294,CE-1-6
50295,CE-1-6
50297,CE-1-6
50301,CE-1-6
50304,CE-1-6
50309,CE-1-6
50310,CE-1-6
50316,CE-1-6
50317,CE-1-5
50318,CE-1-6
50319,CE-1-6
50320,CE-1-6
50322,CE-1-6
50324,CE-1-5
50329,CE-1-6
50330,CE-1-6
50331,CE-1-6
50333,CE-1-5
50335,CE-1-6
50336,CE-1-6
50344,CE-1-5
50348,CE-1-6
50350,CE-1-6
50353,CE-1-6
50355,CE-1-6
50360,CE-1-5
50364,CE-1-5
50365,CE-1-6
50366,CE-2-2
50367,CE-1-1
50370,CE-1-5
50372,CE-1-6
50373,CE-1-6
50374,CE-1-6
50375,CE-1-6
50376,CE-1-6
50378,CE-1-1
50379,CE-1-6
50387,CE-1-6
50388,CE-2-1
50389,CE-1-6
50391,CE-2-2
50392,CE-2-1
50393,CE-1-6
50395,CE-2-2
50398,CE-1-6
50399,CE-1-6
50400,CE-1-6
50401,CE-1-6
50405,CE-1-6
50407,CE-1-6
50408,CE-1-6
50412,CE-1-6
50417,CE-1-6
50418,CE-1-1
50419,CE-1-6
50423,CE-1-6
50430,CE-2-2
50433,CE-1-6
50438,CE-1-6
50443,CE-1-6
50446,CE-1-6
50448,CE-1-6
50455,CE-1-6
50456,CE-1-6
50458,CE-1-6
50459,CE-1-6
50460,CE-1-6
50461,CE-1-6
50462,CE-1-6
50465,CE-1-5
50468,CE-1-6
50471,CE-1-6
50473,CE-1-6
50478,CE-1-6
50479,CE-1-6
50480,CE-1-6
50481,CE-1-6
50482,CE-1-2
50483,CE-1-6
50484,CE-1-6
50485,CE-1-6
50486,CE-1-6
50487,CE-2-1
50489,CE-1-5
50490,CE-1-6
50492,CE-2-1
50495,CE-1-5
50496,CE-1-6
50499,CE-2-1
50500,CE-1-5
50501,CE-1-5
50502,CE-1-6
50504,CE-2-2
50508,CE-1-6
50509,CE-1-5
50510,CE-1-6
50512,CE-1-6
50513,CE-1-6
50517,CE-2-1
50518,CE-1-6
50519,CE-1-6
50520,CE-1-6
50521,CE-1-6
50522,CE-1-6
50524,CE-1-6
50525,CE-1-6
50526,CE-1-6
50527,CE-1-6
50529,CE-1-6
50530,CE-1-6
50533,CE-1-6
50538,CE-1-6
50539,CE-1-6
50540,CE-1-2
50541,CE-1-6
50542,CE-2-1
50543,CE-1-6
50544,CE-1-6
50545,CE-1-6
50548,CE-1-5
50552,CE-1-6
50555,CE-1-6
50556,CE-1-6
50557,CE-1-6
50559,CE-1-6
50562,CE-1-6
50563,CE-1-6
50564,CE-1-6
50565,CE-1-6
50566,CE-1-6
50567,CE-1-6
50568,CE-1-6
50570,CE-1-6
50574,CE-1-6
50578,CE-1-6
50579,CE-1-1
50580,CE-1-6
50582,CE-1-6
50584,CE-1-6
50588,CE-1-6
50589,CE-1-6
50590,CE-1-6
50593,CE-1-6
50594,CE-1-1
50596,CE-1-6
50597,CE-1-6
50601,CE-1-6
50603,CE-1-6
50605,CE-1-6
50613,CE-1-6
50614,CE-1-6
50615,CE-1-6
50616,CE-1-5
50618,CE-1-6
50619,CE-2-1
50622,CE-1-6
50625,CE-1-6
50626,CE-1-5
50627,CE-1-6
50631,CE-1-6
50633,CE-1-6
50636,CE-1-6
50638,CE-1-6
50639,CE-1-6
50640,CE-1-6
50641,CE-1-6
50642,CE-1-6
50644,CE-1-5
50646,CE-1-6
50647,CE-1-6
50651,CE-1-5
50653,CE-2-1
50654,CE-1-6
50655,CE-1-6
50656,CE-1-6
50657,CE-1-6
50659,CE-1-6
50661,CE-1-6
50662,CE-1-6
50663,CE-1-6
50665,CE-1-6
50666,CE-1-6
50667,CE-1-6
50668,CE-1-6
50669,CE-1-6
50670,CE-1-6
50677,CE-1-3
50678,CE-1-6
50681,CE-1-6
50683,CE-1-5
50687,CE-1-6
50692,CE-1-6
50696,CE-1-6
50699,CE-1-6
50700,CE-1-6
50701,CE-1-6
50702,CE-1-6
50706,CE-1-6
50707,CE-1-6
50713,CE-1-5
50716,CE-1-6
50717,CE-1-6
50720,CE-1-6
50721,CE-1-6
50725,CE-1-5
50726,CE-1-5
50728,CE-1-6
50730,CE-1-5
50733,CE-1-5
50735,CE-1-6
50737,CE-1-6
50738,CE-1-6
50741,CE-1-6
50742,CE-1-6
50743,CE-1-5
50745,CE-1-6
50748,CE-1-6
50750,CE-1-6
50753,CE-1-6
50756,CE-1-6
50758,CE-1-6
50759,CE-1-6
50760,CE-1-6
50761,CE-1-6
50762,CE-1-6
50763,CE-1-6
50764,CE-1-6
50765,CE-1-6
50768,CE-1-2
50770,CE-1-6
50776,CE-1-6
50777,CE-1-6
50778,CE-1-6
50780,CE-1-6
50782,CE-1-6
50784,CE-1-6
50788,CE-1-6
50793,CE-1-6
50794,CE-1-6
50797,CE-1-6
50798,CE-1-6
50802,CE-1-6
50803,CE-1-6
50806,CE-1-6
50808,CE-1-6
50809,CE-2-1
50816,CE-1-6
50817,CE-1-6
50818,CE-1-6
50819,CE-1-6
50820,CE-1-5
50822,CE-1-3
50824,CE-1-6
50826,CE-1-6
50829,CE-2-2
50832,CE-1-1
50835,CE-1-6
50836,CE-1-4
50837,CE-1-6
50838,CE-1-6
50839,CE-1-6
50840,CE-1-5
50843,CE-1-6
50847,CE-1-6
50848,CE-1-6
50852,CE-1-1
50853,CE-1-6
50854,CE-1-6
50857,CE-1-6
50858,CE-1-6
50861,CE-1-6
50865,CE-1-6
50871,CE-1-3
50873,CE-1-6
50875,CE-1-6
50877,CE-1-6
50881,CE-1-6
50883,CE-2-1
50885,CE-1-6
50888,CE-1-6
50889,CE-1-6
50891,CE-1-6
50893,CE-1-6
50897,CE-1-6
50899,CE-1-6
50900,CE-1-1
50902,CE-1-5
50903,CE-1-6
50906,CE-1-6
50907,CE-1-6
50908,CE-1-6
50909,CE-1-6
50910,CE-1-6
50913,CE-1-3
50916,CE-1-6
50917,CE-1-6
50919,CE-1-6
50926,CE-1-6
50927,CE-1-6
50928,CE-1-6
50931,CE-1-6
50933,CE-1-6
50935,CE-1-6
50937,CE-1-6
50938,CE-1-6
50939,CE-1-6
50944,CE-1-6
50948,CE-1-5
50950,CE-1-6
50955,CE-1-6
50956,CE-1-6
50957,CE-1-5
50958,CE-1-6
50959,CE-2-1
50965,CE-1-6
50968,CE-1-6
50969,CE-1-6
50972,CE-1-6
50973,CE-1-2
50974,CE-1-6
50979,CE-2-1
50982,CE-1-6
50986,CE-1-1
50989,CE-1-6
50991,CE-1-6
50993,CE-1-6
50994,CE-1-5
50998,CE-1-6
50999,CE-1-6
51000,CE-1-5
51001,CE-1-6
51004,CE-1-2
51008,CE-1-6
51010,CE-1-6
51013,CE-1-6
51016,CE-2-1
51017,CE-1-6
51019,CE-1-6
51020,CE-1-5
51022,CE-1-6
51023,CE-1-6
51024,CE-1-6
51026,CE-1-5
51027,CE-1-5
51031,CE-1-6
51032,CE-1-6
51034,CE-1-6
51036,CE-1-6
51037,CE-1-6
51039,CE-1-6
51041,CE-1-6
51045,CE-1-6
51048,CE-1-6
51051,CE-1-1
51052,CE-1-6
51055,CE-1-6
51057,CE-1-5
51059,CE-1-1
51060,CE-1-6
51062,CE-1-6
51064,CE-1-6
51065,CE-1-6
51066,CE-1-6
51068,CE-1-6
51070,CE-1-6
51072,CE-1-6
51073,CE-1-6
51075,CE-1-6
51078,CE-2-1
51079,CE-1-6
51081,CE-2-2
51082,CE-1-6
51083,CE-1-6
51087,CE-1-6
51089,CE-2-1
51090,CE-1-6
51095,CE-1-5
51096,CE-1-6
51098,CE-1-6
51099,CE-1-6
51100,CE-1-6
51101,CE-1-6
51103,CE-1-6
51104,CE-1-6
51108,CE-1-6
51112,CE-1-6
51113,CE-1-6
51114,CE-1-6
51116,CE-1-6
51119,CE-1-6
51124,CE-1-6
51128,CE-1-6
51130,CE-2-2
51132,CE-1-6
51134,CE-1-6
51136,CE-1-6
51141,CE-1-6
51143,CE-1-6
51145,CE-1-6
51147,CE-1-6
51148,CE-1-6
51149,CE-1-5
51150,CE-1-2
51151,CE-1-1
51153,CE-1-6
51156,CE-1-6
51167,CE-1-4
51171,CE-1-6
51172,CE-1-6
51173,CE-1-6
51175,CE-1-6
51179,CE-1-6
51182,CE-1-6
51186,CE-1-6
51188,CE-1-6
51189,CE-1-5
51197,CE-1-6
51204,CE-1-6
51211,CE-1-5
51212,CE-1-6
51213,CE-1-6
51214,CE-1-6
51216,CE-1-6
51223,CE-1-6
51224,CE-1-5
51226,CE-1-6
51229,CE-1-6
51230,CE-1-6
51237,CE-1-6
51238,CE-2-2
51252,CE-2-1
51255,CE-1-6
51256,CE-1-6
51259,CE-2-2
51260,CE-1-6
51261,CE-1-5
51263,CE-1-5
51264,CE-1-6
51267,CE-1-6
51269,CE-1-6
51270,CE-1-6
51271,CE-1-6
51272,CE-1-6
51276,CE-1-6
51277,CE-1-6
51280,CE-1-6
51282,CE-2-2
51283,CE-1-6
51285,CE-1-6
51286,CE-1-6
51289,CE-2-2
51290,CE-1-6
51291,CE-1-6
51293,CE-1-6
51294,CE-1-6
51299,CE-2-2
51302,CE-1-5
51303,CE-1-6
51304,CE-1-6
51306,CE-2-1
51311,CE-1-6
51317,CE-1-6
51318,CE-1-6
51320,CE-1-6
51322,CE-1-6
51324,CE-1-6
51326,CE-1-6
51327,CE-1-6
51334,CE-1-6
51338,CE-1-6
51341,CE-1-6
51342,CE-1-2
51343,CE-1-6
51344,CE-1-6
51346,CE-1-6
51348,CE-1-6
51350,CE-1-6
51351,CE-1-1
51352,CE-2-1
51353,CE-1-6
51354,CE-1-6
51355,CE-1-6
51357,CE-1-2
51359,CE-1-6
51362,CE-1-6
51370,CE-1-2
51372,CE-1-6
51373,CE-1-6
51374,CE-1-5
51379,CE-1-6
